,price,brand,model,year,mileage,color,state
887,6500,ford,f-150,2014,103862.0,white,oregon
888,10500,ford,f-150,2019,22001.0,red,pennsylvania
889,16900,ford,fusion,2019,31261.0,gray,california
890,6000,ford,door,2013,140870.0,white,oregon
891,28500,ford,f-150,2019,14358.0,white,pennsylvania
892,16200,ford,fusion,2019,41672.0,silver,california
893,6500,ford,f-150,2013,95655.0,white,oregon
894,24500,ford,flex,2019,19493.0,gray,pennsylvania
895,16500,ford,fusion,2019,36956.0,black,california
896,10400,ford,fusion,2019,13085.0,gray,pennsylvania
897,22800,ford,explorer,2018,36124.0,silver,oklahoma
898,26500,ford,flex,2019,19147.0,white,pennsylvania
899,23800,ford,flex,2019,24993.0,red,pennsylvania
900,24700,ford,f-150,2018,41127.0,white,oklahoma
901,12400,ford,fusion,2019,32365.0,black,pennsylvania
902,16600,ford,fusion,2019,27774.0,white,pennsylvania
903,11200,ford,door,2015,105027.0,blue,oklahoma
904,15900,ford,fusion,2019,27806.0,silver,pennsylvania
905,7700,ford,door,2015,54198.0,blue,oklahoma
906,15100,ford,fusion,2019,30181.0,white,pennsylvania
907,7200,ford,door,2013,82670.0,black,oklahoma
908,16000,ford,fusion,2019,34734.0,gray,pennsylvania
909,5500,ford,door,2015,116539.0,silver,oklahoma
910,28500,ford,door,2016,96129.0,white,oklahoma
911,15000,ford,door,2015,128505.0,white,oklahoma
912,22200,ford,transit,2019,15792.0,white,pennsylvania
913,10000,ford,door,2013,119869.0,silver,florida
914,5700,ford,door,2013,89490.0,white,florida
915,21000,ford,transit,2019,40772.0,white,pennsylvania
916,22500,ford,transit,2019,25623.0,white,pennsylvania
917,29000,ford,f-150,2019,11669.0,white,colorado
918,13200,ford,door,2013,138524.0,black,florida
919,25500,ford,transit,2019,13644.0,white,pennsylvania
920,25700,ford,door,2016,147935.0,white,texas
921,31500,ford,wagon,2019,20357.0,black,pennsylvania
922,11000,ford,door,2017,43532.0,gray,pennsylvania
923,18288,ford,doors,2015,45218.0,gray,new york
924,20000,ford,door,2017,85688.0,white,florida
925,18299,ford,doors,2015,59869.0,silver,pennsylvania
926,10000,ford,escape,2017,35021.0,silver,colorado
927,4100,ford,door,2012,100264.0,silver,pennsylvania
928,31500,ford,wagon,2019,23222.0,black,pennsylvania
929,13500,ford,door,2016,87686.0,white,colorado
930,22800,ford,wagon,2019,32526.0,white,pennsylvania
931,11300,ford,door,2016,69402.0,white,colorado
932,32700,ford,door,2014,76336.0,white,texas
933,21900,ford,wagon,2019,47628.0,white,pennsylvania
934,9800,ford,door,2014,74181.0,black,colorado
935,11000,ford,door,2014,77386.0,white,texas
936,5500,ford,door,2013,109600.0,silver,texas
937,11200,ford,door,2013,122861.0,blue,texas
938,23400,ford,f-150,2019,12198.0,white,missouri
939,22900,ford,f-150,2019,15656.0,white,missouri
940,20000,ford,fusion,2020,23984.0,silver,virginia
941,22900,ford,f-150,2019,15821.0,white,missouri
942,27000,ford,mustang,2020,12748.0,red,virginia
943,20600,ford,fusion,2020,17858.0,black,virginia
944,23500,ford,f-150,2019,6711.0,white,missouri
945,23600,ford,transit,2019,15820.0,white,missouri
946,33500,ford,wagon,2019,6140.0,silver,oklahoma
947,24400,ford,edge,2019,25552.0,gray,virginia
948,26500,ford,door,2014,148442.0,silver,west virginia
949,9300,ford,door,2013,82072.0,silver,west virginia
950,13500,ford,door,2012,104559.0,white,west virginia
951,27600,ford,edge,2019,13265.0,silver,virginia
952,7400,ford,door,2013,133314.0,red,west virginia
953,26500,ford,edge,2019,22458.0,gray,virginia
954,26000,ford,door,2013,70106.0,white,west virginia
955,24500,ford,edge,2019,23712.0,black,virginia
956,17500,ford,edge,2015,59726.0,gray,missouri
957,17000,ford,escape,2019,16448.0,gray,virginia
958,22500,ford,door,2015,28801.0,black,oklahoma
959,34500,ford,f-150,2019,28938.0,gray,michigan
960,7500,ford,door,2014,93832.0,silver,missouri
961,34500,ford,f-150,2019,25046.0,white,michigan
962,25000,ford,edge,2019,22318.0,black,virginia
963,23700,ford,edge,2019,27413.0,gray,virginia
964,28600,ford,explorer,2019,39733.0,silver,michigan
965,25300,ford,explorer,2019,44383.0,silver,michigan
966,24900,ford,flex,2019,19151.0,white,virginia
967,23400,ford,fusion,2020,2452.0,gray,michigan
968,14600,ford,fusion,2019,36252.0,silver,virginia
969,25500,ford,f-150,2019,27136.0,silver,virginia
970,14700,ford,fusion,2019,35951.0,white,virginia
971,33700,ford,f-150,2019,35221.0,white,virginia
972,33400,ford,f-150,2019,33808.0,gray,virginia
973,34000,ford,f-150,2019,32022.0,black,michigan
974,17500,ford,fusion,2019,34173.0,white,virginia
975,14100,ford,fusion,2019,24272.0,white,michigan
976,30000,ford,f-150,2019,19055.0,black,virginia
977,16500,ford,fusion,2019,34822.0,red,michigan
978,30600,ford,f-150,2019,15422.0,gray,virginia
979,26000,ford,wagon,2019,23019.0,white,virginia
980,24300,ford,edge,2019,18762.0,silver,nevada
981,29000,ford,explorer,2019,28854.0,no_color,texas
982,15300,ford,escape,2019,17392.0,black,nevada
983,24700,ford,edge,2019,27082.0,black,nevada
984,14400,ford,escape,2019,17510.0,black,texas
985,17200,ford,door,2014,96076.0,black,florida
986,16200,ford,escape,2019,25090.0,black,nevada
987,26000,ford,door,2017,99923.0,white,texas
988,5000,ford,door,2015,80612.0,black,texas
989,7500,ford,door,2015,92165.0,white,texas
990,14700,ford,escape,2019,44778.0,silver,nevada
991,6400,ford,door,2013,91652.0,red,texas
992,23000,ford,door,2013,88781.0,white,texas
993,13900,ford,escape,2019,36978.0,blue,nevada
994,16300,ford,escape,2019,37044.0,white,nevada
995,12800,ford,door,2017,33763.0,red,wisconsin
996,25500,ford,explorer,2019,29850.0,gray,nevada
997,17800,ford,escape,2019,26675.0,black,virginia
998,25700,ford,f-150,2019,17828.0,black,nevada
999,17200,ford,escape,2019,29632.0,white,virginia
1000,28800,ford,f-150,2019,21976.0,white,nevada
1001,13600,ford,escape,2019,49254.0,gray,pennsylvania
1002,24200,ford,f-150,2019,51589.0,black,nevada
1003,26500,ford,f-150,2019,11734.0,gray,pennsylvania
1004,24700,ford,explorer,2019,41628.0,silver,nevada
1005,31800,ford,f-150,2019,26591.0,red,nevada
1006,24500,ford,f-150,2019,22906.0,white,nevada
1007,26000,ford,f-150,2019,33462.0,white,virginia
1008,21000,ford,f-150,2017,32747.0,gray,pennsylvania
1009,22500,ford,f-150,2019,33717.0,white,nevada
1010,7700,ford,door,2017,85218.0,black,pennsylvania
1011,23100,ford,f-150,2019,23512.0,red,nevada
1012,9200,ford,door,2017,57853.0,white,pennsylvania
1013,19600,ford,mustang,2019,33324.0,gray,nevada
1014,11700,ford,door,2016,23803.0,black,pennsylvania
1015,27300,ford,mustang,2019,31260.0,blue,nevada
1016,14300,ford,edge,2016,69428.0,white,pennsylvania
1017,23600,ford,transit,2019,15755.0,white,nevada
1018,6200,ford,door,2016,90946.0,gray,pennsylvania
1019,22400,ford,wagon,2019,51370.0,white,nevada
1020,5700,ford,door,2016,99941.0,black,pennsylvania
1021,23600,ford,transit,2019,15456.0,white,nevada
1022,4600,ford,door,2016,141603.0,gray,pennsylvania
1023,10700,ford,van,2016,99544.0,white,pennsylvania
1024,31600,ford,mustang,2019,16293.0,black,georgia
1025,12600,ford,escape,2018,40375.0,gray,nevada
1026,5300,ford,door,2013,143191.0,gray,pennsylvania
1027,13000,ford,edge,2015,59656.0,gray,florida
1028,24600,ford,edge,2019,20628.0,black,georgia
1029,14500,ford,door,2014,71205.0,black,florida
1030,24300,ford,explorer,2018,26186.0,silver,nevada
1031,12300,ford,fusion,2018,38157.0,white,nevada
1032,14800,ford,door,2016,30325.0,blue,new jersey
1033,17100,ford,mustang,2018,31561.0,silver,nevada
1034,6800,ford,door,2016,66655.0,no_color,new jersey
1035,20300,ford,explorer,2018,19029.0,blue,connecticut
1036,26300,ford,f-150,2018,11739.0,silver,new york
1037,22500,ford,door,2016,50423.0,silver,nevada
1038,20400,ford,door,2017,59798.0,gray,florida
1039,12100,ford,escape,2017,32284.0,silver,new york
1040,24000,ford,door,2016,40371.0,blue,florida
1041,9500,ford,escape,2017,107569.0,white,new york
1042,9000,ford,door,2017,96451.0,silver,new jersey
1043,9800,ford,escape,2017,94851.0,white,new jersey
1044,7800,ford,door,2017,108727.0,silver,connecticut
1045,17200,ford,f-150,2017,91979.0,white,new york
1046,18800,ford,explorer,2017,76258.0,gray,new york
1047,9800,ford,door,2014,147574.0,white,california
1048,7000,ford,door,2013,104764.0,gray,florida
1049,23400,ford,transit,2019,13822.0,white,texas
1050,30700,ford,transit,2019,5250.0,white,texas
1051,15600,ford,escape,2019,33451.0,black,south carolina
1052,22600,ford,f-150,2019,14291.0,white,texas
1053,22900,ford,f-150,2019,16725.0,white,south carolina
1054,22800,ford,f-150,2019,13002.0,white,texas
1055,22700,ford,f-150,2019,18902.0,white,south carolina
1056,23000,ford,f-150,2019,9732.0,white,texas
1057,22700,ford,f-150,2019,18947.0,white,south carolina
1058,23000,ford,f-150,2019,8402.0,white,north carolina
1059,34400,ford,f-150,2019,17450.0,gray,south carolina
1060,23100,ford,f-150,2019,15848.0,white,south carolina
1061,23300,ford,f-150,2019,10770.0,white,south carolina
1062,22600,ford,f-150,2019,14587.0,white,north carolina
1063,4500,ford,door,2016,98625.0,gray,mississippi
1064,23000,ford,f-150,2019,10916.0,white,north carolina
1065,8000,ford,door,2014,107173.0,white,mississippi
1066,9400,ford,door,2017,43056.0,no_color,south carolina
1067,23000,ford,f-150,2019,10655.0,white,north carolina
1068,22600,ford,transit,2019,14231.0,white,north carolina
1069,23000,ford,transit,2019,8985.0,white,north carolina
1070,5200,ford,door,2016,84338.0,black,south carolina
1071,19200,ford,door,2017,104290.0,gray,texas
1072,10100,ford,door,2017,45592.0,red,texas
1073,6200,ford,door,2015,103960.0,black,south carolina
1074,14000,ford,explorer,2016,110333.0,white,texas
1075,5000,ford,door,2015,138516.0,gray,south carolina
1076,9200,ford,door,2016,49094.0,red,texas
1077,14700,ford,door,2016,97526.0,black,texas
1078,3000,ford,door,2014,87420.0,silver,south carolina
1079,30200,ford,door,2015,67052.0,red,texas
1080,3800,ford,door,2013,58913.0,black,south carolina
1081,21500,ford,van,2015,14482.0,no_color,texas
1082,4900,ford,door,2016,57084.0,white,california
1083,11200,ford,door,2014,97320.0,no_color,texas
1084,10400,ford,door,2014,80652.0,white,california
1085,13200,ford,door,2014,99816.0,black,texas
1086,5200,ford,door,2013,115429.0,silver,texas
1087,10500,ford,door,2015,85549.0,red,new jersey
1088,21200,ford,door,2014,130168.0,white,texas
1089,23500,ford,door,2013,80090.0,white,california
1090,4700,ford,door,2013,118593.0,white,texas
1091,11100,ford,door,2014,143704.0,blue,texas
1092,22000,ford,door,2015,53507.0,white,colorado
1093,14000,ford,door,2013,48408.0,black,colorado
1094,9200,ford,door,2013,109672.0,white,texas
1095,23300,ford,edge,2019,28549.0,silver,minnesota
1096,11200,ford,door,2012,67140.0,blue,texas
1097,11300,ford,escape,2018,42168.0,gray,north carolina
1098,15900,ford,escape,2019,26040.0,white,minnesota
1099,24700,ford,edge,2019,31794.0,blue,florida
1100,29000,ford,door,2017,42291.0,black,tennessee
1101,16800,ford,escape,2019,13155.0,white,florida
1102,16500,ford,escape,2019,18454.0,white,florida
1103,27900,ford,explorer,2019,28922.0,gray,florida
1104,23700,ford,edge,2019,23534.0,gray,florida
1105,15600,ford,escape,2019,28669.0,black,florida
1106,25000,ford,explorer,2017,32454.0,red,michigan
1107,28500,ford,explorer,2019,21800.0,black,florida
1108,19990,ford,doors,2016,23796.0,black,connecticut
1109,27999,ford,doors,2016,10700.0,gray,massachusetts
1110,24700,ford,edge,2019,8806.0,black,florida
1111,13995,ford,doors,2016,105115.0,gray,new jersey
1112,8900,ford,door,2014,53102.0,silver,florida
1113,15800,ford,escape,2019,26637.0,black,florida
1114,18500,ford,doors,2016,45814.0,black,new york
1115,32000,ford,f-150,2019,17310.0,red,minnesota
1116,28300,ford,explorer,2019,24116.0,gray,florida
1117,13800,ford,fusion,2019,38964.0,blue,minnesota
1118,16700,ford,fusion,2019,36896.0,black,minnesota
1119,28900,ford,f-150,2019,24795.0,black,florida
1120,27100,ford,f-150,2019,28692.0,silver,minnesota
1121,13388,ford,door,2012,113821.0,black,louisiana
1122,26000,ford,f-150,2019,19793.0,blue,florida
1123,23400,ford,flex,2019,24987.0,black,minnesota
1124,29800,ford,mustang,2016,18367.0,blue,illinois
1125,23700,ford,flex,2019,14109.0,gray,florida
1126,33995,ford,doors,2016,27369.0,black,new jersey
1127,23500,ford,flex,2019,30208.0,white,minnesota
1128,32500,ford,explorer,2019,24024.0,black,florida
1129,32500,ford,explorer,2019,24126.0,black,florida
1130,26900,ford,f-150,2019,31713.0,black,minnesota
1131,11200,ford,edge,2016,109996.0,gray,new york
1132,21000,ford,doors,2018,6821.0,red,new york
1133,32000,ford,f-150,2019,17867.0,red,minnesota
1134,7300,ford,door,2016,110253.0,black,connecticut
1135,12800,ford,escape,2018,39364.0,black,missouri
1136,24190,ford,doors,2018,4018.0,blue,massachusetts
1137,29100,ford,f-150,2019,21054.0,red,minnesota
1138,29000,ford,door,2017,48309.0,red,massachusetts
1139,17300,ford,door,2016,68666.0,black,new york
1140,31000,ford,f-150,2019,13600.0,white,minnesota
1141,8600,ford,door,2016,72607.0,silver,new jersey
1142,23500,ford,flex,2019,31491.0,gray,minnesota
1143,26100,ford,f-150,2018,32149.0,white,mississippi
1144,20995,ford,doors,2018,36637.0,white,new york
1145,29300,ford,f-150,2019,17000.0,white,minnesota
1146,33100,ford,f-150,2018,15960.0,gray,mississippi
1147,13800,ford,door,2016,40774.0,gray,new jersey
1148,19498,ford,doors,2018,40338.0,black,new york
1149,14900,ford,fusion,2019,40505.0,gray,minnesota
1150,8700,ford,door,2016,30735.0,black,massachusetts
1151,20600,ford,mustang,2019,33965.0,gray,florida
1152,19995,ford,doors,2018,42470.0,white,new york
1153,14900,ford,fusion,2019,40670.0,silver,minnesota
1154,19500,ford,door,2016,41233.0,black,massachusetts
1155,24500,ford,wagon,2019,13162.0,white,florida
1156,15000,ford,fusion,2018,38744.0,white,california
1157,26985,ford,doors,2018,14023.0,black,new york
1158,31000,ford,f-150,2019,9741.0,white,minnesota
1159,24300,ford,explorer,2017,31017.0,silver,mississippi
1160,16800,ford,fusion,2019,37786.0,gray,florida
1161,17200,ford,mustang,2018,32415.0,white,california
1162,24300,ford,wagon,2019,29305.0,white,minnesota
1163,26400,ford,explorer,2017,51309.0,white,mississippi
1164,16800,ford,fusion,2019,38001.0,black,florida
1165,15500,ford,escape,2018,18849.0,black,california
1166,19440,ford,doors,2018,43269.0,silver,new york
1167,16700,ford,fusion,2019,36989.0,silver,minnesota
1168,29000,ford,door,2017,29320.0,blue,alabama
1169,17200,ford,mustang,2018,32938.0,white,california
1170,29400,ford,mustang,2019,25011.0,white,florida
1171,12600,ford,door,2014,48188.0,black,new jersey
1172,20500,ford,mustang,2019,35930.0,black,florida
1173,33100,ford,door,2017,103002.0,red,mississippi
1174,18799,ford,doors,2015,137728.0,red,connecticut
1175,26100,ford,wagon,2017,58118.0,white,mississippi
1176,15400,ford,fusion,2019,31124.0,white,florida
1177,31831,ford,doors,2018,14059.0,black,new jersey
1178,15400,ford,door,2013,123983.0,silver,connecticut
1179,23985,ford,doors,2015,51884.0,white,new jersey
1180,27995,ford,doors,2018,4181.0,gray,pennsylvania
1181,12995,ford,doors,2015,102800.0,blue,new jersey
1182,25200,ford,door,2016,100943.0,white,alabama
1183,32700,ford,door,2016,61477.0,silver,alabama
1184,13995,ford,doors,2015,73891.0,silver,new york
1185,15495,ford,doors,2015,48374.0,white,new york
1186,21500,ford,door,2012,11990.0,red,florida
1187,7200,ford,door,2016,64111.0,black,alabama
1188,17589,ford,doors,2015,28771.0,red,new jersey
1189,31700,ford,door,2015,126708.0,white,alabama
1190,18100,ford,van,2015,106546.0,white,mississippi
1191,14495,ford,doors,2015,54778.0,white,new jersey
1192,15000,ford,fusion,2020,11729.0,white,illinois
1193,26400,ford,door,2015,85197.0,black,mississippi
1194,27990,ford,doors,2015,19130.0,red,massachusetts
1195,15300,ford,doors,2015,59646.0,silver,massachusetts
1196,22000,ford,door,2014,68418.0,black,mississippi
1197,23999,ford,doors,2015,8400.0,black,new jersey
1198,16488,ford,doors,2015,45084.0,gray,new york
1199,12784,ford,doors,2015,67037.0,gray,new jersey
1200,23400,ford,doors,2015,64135.0,black,new jersey
1201,34977,ford,doors,2015,46540.0,black,pennsylvania
1202,15995,ford,doors,2015,69438.0,black,new york
1203,13487,ford,doors,2015,96246.0,gray,new york
1204,18707,ford,doors,2015,69719.0,white,connecticut
1205,15600,ford,doors,2015,54325.0,black,new york
1206,16080,ford,doors,2015,31793.0,blue,connecticut
1207,15268,ford,doors,2015,74361.0,black,new york
1208,18497,ford,doors,2015,34011.0,black,massachusetts
1209,10000,ford,escape,2019,19993.0,silver,illinois
1210,17150,ford,doors,2015,67091.0,black,new jersey
1211,26000,ford,flex,2019,18708.0,black,illinois
1212,15500,ford,flex,2019,12393.0,gray,illinois
1213,16888,ford,doors,2015,56329.0,black,new york
1214,28000,ford,f-150,2019,12155.0,silver,illinois
1215,15500,ford,mustang,2019,25810.0,red,illinois
1216,15995,ford,doors,2015,23878.0,blue,new york
1217,16000,ford,transit,2019,15460.0,white,illinois
1218,12995,ford,doors,2015,65342.0,black,new york
1219,17500,ford,door,2016,93164.0,white,florida
1220,21995,ford,doors,2015,35629.0,blue,massachusetts
1221,13000,ford,door,2017,33660.0,black,illinois
1222,14247,ford,doors,2015,61168.0,blue,pennsylvania
1223,23500,ford,door,2017,42241.0,gray,illinois
1224,25000,ford,door,2017,45003.0,red,illinois
1225,22500,ford,edge,2018,24747.0,gray,colorado
1226,29500,ford,door,2017,48707.0,black,illinois
1227,24000,ford,f-150,2017,50874.0,black,illinois
1228,20500,ford,f-150,2017,70727.0,black,illinois
1229,27200,ford,explorer,2019,29382.0,gray,north carolina
1230,24900,ford,f-150,2018,33194.0,white,virginia
1231,24500,ford,door,2017,52084.0,white,illinois
1232,28000,ford,door,2017,40286.0,white,illinois
1233,27000,ford,f-150,2017,55420.0,black,illinois
1234,34000,ford,wagon,2018,10282.0,black,virginia
1235,33000,ford,explorer,2018,7258.0,black,pennsylvania
1236,10200,ford,escape,2018,93350.0,black,pennsylvania
1237,25600,ford,explorer,2019,37166.0,gray,north carolina
1238,16300,ford,f-150,2018,69480.0,white,texas
1239,26500,ford,door,2016,34679.0,white,illinois
1240,25900,ford,explorer,2019,32796.0,white,north carolina
1241,22500,ford,door,2016,67979.0,black,illinois
1242,29000,ford,f-150,2018,18690.0,white,pennsylvania
1243,10500,ford,door,2016,54251.0,red,illinois
1244,32000,ford,f-150,2018,32262.0,white,pennsylvania
1245,4000,ford,door,2015,90740.0,red,illinois
1246,19500,ford,wagon,2018,49985.0,white,wisconsin
1247,11700,ford,escape,2015,52340.0,black,illinois
1248,34000,ford,f-150,2018,21406.0,black,pennsylvania
1249,21500,ford,door,2015,41293.0,black,illinois
1250,29500,ford,f-150,2018,12271.0,gray,pennsylvania
1251,32500,ford,f-150,2018,12717.0,red,pennsylvania
1252,29000,ford,mustang,2019,12764.0,black,texas
1253,30000,ford,f-150,2018,19951.0,red,pennsylvania
1254,26000,ford,explorer,2019,32458.0,white,north carolina
1255,26000,ford,f-150,2018,21616.0,gray,pennsylvania
1256,18500,ford,escape,2019,17755.0,blue,north carolina
1257,12000,ford,door,2017,73846.0,gray,texas
1258,30000,ford,f-150,2018,15771.0,blue,pennsylvania
1259,14700,ford,escape,2019,29168.0,silver,north carolina
1260,26550,ford,f-150,2018,15296.0,white,pennsylvania
1261,27000,ford,explorer,2019,30476.0,white,north carolina
1262,34000,ford,door,2016,131754.0,white,texas
1263,27500,ford,f-150,2018,26095.0,gray,pennsylvania
1264,25500,ford,f-150,2018,22107.0,gray,pennsylvania
1265,4000,ford,door,2015,112810.0,gray,texas
1266,25700,ford,f-150,2018,19058.0,white,pennsylvania
1267,29000,ford,door,2015,109137.0,white,texas
1268,30500,ford,f-150,2018,24058.0,black,pennsylvania
1269,30000,ford,f-150,2018,6967.0,black,pennsylvania
1270,9000,ford,door,2014,118340.0,gray,texas
1271,19000,ford,f-150,2018,36145.0,white,pennsylvania
1272,25800,ford,explorer,2019,33942.0,silver,north carolina
1273,26500,ford,f-150,2018,38868.0,gray,pennsylvania
1274,29300,ford,explorer,2019,36190.0,red,north carolina
1275,25400,ford,explorer,2019,39267.0,white,north carolina
1276,26000,ford,f-150,2018,33350.0,gray,pennsylvania
1277,25900,ford,f-150,2018,34081.0,red,pennsylvania
1278,27000,ford,f-150,2018,40577.0,black,pennsylvania
1279,28000,ford,f-150,2018,30620.0,red,pennsylvania
1280,25700,ford,flex,2019,22019.0,black,north carolina
1281,27500,ford,f-150,2018,36742.0,black,pennsylvania
1282,25500,ford,f-150,2018,43406.0,blue,pennsylvania
1283,20500,ford,flex,2019,34696.0,white,north carolina
1284,21500,ford,f-150,2018,43519.0,gray,pennsylvania
1285,23900,ford,f-150,2018,41627.0,white,pennsylvania
1286,26900,ford,f-150,2018,41496.0,silver,pennsylvania
1287,25500,ford,flex,2019,20613.0,gray,north carolina
1288,27000,ford,f-150,2018,33475.0,blue,pennsylvania
1289,14400,ford,fusion,2018,38148.0,black,pennsylvania
1290,19000,ford,flex,2019,39976.0,red,north carolina
1291,14000,ford,fusion,2018,50513.0,white,pennsylvania
1292,13600,ford,fusion,2019,31408.0,gray,north carolina
1293,19200,ford,transit,2018,41351.0,white,pennsylvania
1294,13600,ford,fusion,2019,32038.0,red,north carolina
1295,18600,ford,transit,2018,38279.0,white,pennsylvania
1296,13700,ford,fusion,2019,30471.0,red,north carolina
1297,18200,ford,transit,2018,41569.0,white,pennsylvania
1298,13800,ford,fusion,2019,31142.0,silver,north carolina
1299,22000,ford,wagon,2018,31598.0,black,pennsylvania
1300,13700,ford,fusion,2019,31380.0,silver,north carolina
1301,28000,ford,wagon,2018,22179.0,black,pennsylvania
1302,13800,ford,fusion,2019,29266.0,white,north carolina
1303,18600,ford,transit,2018,42156.0,white,pennsylvania
1304,13700,ford,fusion,2019,30875.0,red,north carolina
1305,13700,ford,fusion,2019,30609.0,silver,north carolina
1306,13800,ford,fusion,2019,29508.0,silver,north carolina
1307,13900,ford,fusion,2019,29633.0,white,north carolina
1308,13900,ford,fusion,2019,27461.0,no_color,north carolina
1309,13600,ford,fusion,2019,32154.0,gray,north carolina
1310,13800,ford,fusion,2019,29345.0,white,north carolina
1311,13800,ford,fusion,2019,30054.0,silver,north carolina
1312,13800,ford,fusion,2019,30902.0,no_color,north carolina
1313,5500,nissan,sentra,2018,31231.0,silver,north carolina
1314,11450,nissan,sport,2018,35374.0,white,florida
1315,11000,nissan,sport,2018,36715.0,black,florida
1316,11450,nissan,sport,2018,33437.0,red,florida
1317,11000,nissan,sport,2018,36788.0,black,florida
1318,11200,nissan,sport,2018,35491.0,black,florida
1319,11400,nissan,sport,2018,33644.0,black,florida
1320,11450,nissan,sport,2018,35831.0,gray,florida
1321,11050,nissan,sport,2018,35050.0,gray,florida
1322,11400,nissan,sport,2018,34924.0,gray,florida
1323,11050,nissan,sport,2018,34962.0,silver,florida
1324,10850,nissan,sport,2018,39985.0,gray,florida
1325,10900,nissan,sport,2018,38816.0,red,florida
1326,10450,nissan,sport,2018,41579.0,red,florida
1327,10800,nissan,sport,2018,40455.0,gray,florida
1328,10850,nissan,sport,2018,39996.0,white,florida
1329,10800,nissan,sport,2018,41077.0,black,florida
1330,10850,nissan,sport,2018,39183.0,gray,florida
1331,10800,nissan,sport,2018,40478.0,black,florida
1332,10900,nissan,sport,2018,38806.0,white,florida
1333,10400,nissan,sport,2018,45331.0,blue,florida
1334,10500,nissan,sport,2018,43531.0,blue,florida
1335,10800,nissan,sport,2018,41033.0,silver,florida
1336,10800,nissan,sport,2018,40332.0,gray,florida
1337,11100,nissan,rogue,2019,22305.0,blue,arizona
1338,9000,nissan,versa,2019,27611.0,gray,arizona
1339,14900,nissan,rogue,2019,26516.0,silver,arizona
1340,4600,nissan,rogue,2019,31397.0,blue,arizona
1341,6400,nissan,versa,2019,18300.0,red,arizona
1342,7800,nissan,versa,2019,15832.0,black,arizona
1343,12300,nissan,sport,2019,31939.0,white,arizona
1344,10900,nissan,sentra,2019,31037.0,gray,arizona
1345,8500,nissan,versa,2019,22521.0,white,arizona
1346,7300,nissan,versa,2019,31335.0,white,arizona
1347,5900,nissan,versa,2019,28315.0,red,arizona
1348,14400,nissan,rogue,2018,45732.0,black,wisconsin
1349,13400,nissan,rogue,2017,45826.0,silver,wisconsin
1350,12500,nissan,door,2017,36844.0,white,wisconsin
1351,6500,nissan,door,2013,104343.0,gray,illinois
1352,8800,nissan,versa,2018,34761.0,white,florida
1353,12800,nissan,rogue,2018,32656.0,blue,florida
1354,8800,nissan,versa,2018,34837.0,red,florida
1355,10800,nissan,door,2017,41729.0,blue,florida
1356,7500,nissan,door,2017,74859.0,gray,connecticut
1357,10500,nissan,door,2017,59508.0,black,connecticut
1358,7800,nissan,versa,2018,54815.0,red,california
1359,13500,nissan,door,2016,53011.0,red,louisiana
1360,8000,nissan,versa,2018,56255.0,silver,california
1361,3300,nissan,door,2013,100225.0,gray,louisiana
1362,7200,nissan,sentra,2017,54117.0,silver,connecticut
1363,8000,nissan,door,2017,54119.0,gray,california
1364,14000,nissan,rogue,2018,37655.0,white,florida
1365,3500,nissan,door,2015,101178.0,gray,california
1366,12500,nissan,sport,2018,43187.0,gray,california
1367,8000,nissan,versa,2018,53903.0,gray,california
1368,8300,nissan,versa,2018,48977.0,white,california
1369,7500,nissan,door,2016,77504.0,blue,missouri
1370,8000,nissan,versa,2018,50871.0,blue,california
1371,3500,nissan,door,2012,107734.0,silver,missouri
1372,8000,nissan,versa,2018,53098.0,white,california
1373,7800,nissan,versa,2018,51552.0,red,california
1374,8000,nissan,versa,2018,54692.0,white,california
1375,8000,nissan,versa,2018,51654.0,blue,california
1376,7500,nissan,versa,2018,65184.0,red,california
1377,21100,nissan,rogue,2020,19597.0,silver,south carolina
1378,16200,nissan,rogue,2019,34122.0,silver,california
1379,14700,nissan,rogue,2020,15387.0,gray,pennsylvania
1380,7500,nissan,door,2016,58126.0,black,texas
1381,9500,nissan,sentra,2018,42782.0,black,new jersey
1382,22800,nissan,door,2015,35902.0,blue,alabama
1383,4700,nissan,door,2012,100079.0,black,alabama
1384,14500,nissan,rogue,2017,8677.0,blue,tennessee
1385,12000,nissan,rogue,2020,11583.0,blue,ohio
1386,7500,nissan,door,2016,19723.0,black,georgia
1387,13200,nissan,sport,2018,35870.0,black,pennsylvania
1388,18200,nissan,sport,2018,28009.0,black,tennessee
1389,18700,nissan,rogue,2018,41366.0,silver,virginia
1390,12900,nissan,door,2016,98354.0,red,new jersey
1391,16000,nissan,rogue,2018,39598.0,no_color,virginia
1392,19400,nissan,rogue,2020,21009.0,black,minnesota
1393,10900,nissan,sentra,2018,28880.0,silver,tennessee
1394,15800,nissan,sport,2018,28626.0,black,virginia
1395,19800,nissan,rogue,2020,14850.0,silver,minnesota
1396,19000,nissan,rogue,2018,41096.0,black,virginia
1397,18000,nissan,rogue,2020,12748.0,black,minnesota
1398,19800,nissan,rogue,2020,14531.0,blue,minnesota
1399,19700,nissan,rogue,2020,15931.0,black,minnesota
1400,20100,nissan,rogue,2020,10875.0,blue,minnesota
1401,16300,nissan,rogue,2019,24174.0,white,minnesota
1402,15400,nissan,sport,2019,30756.0,silver,minnesota
1403,15800,nissan,rogue,2019,32473.0,blue,minnesota
1404,15800,nissan,sport,2019,22947.0,blue,minnesota
